Id,NOMBRE,NOM_MAP,TIPO_ASENT,MANZANA,OBSERV,ALIAS,NOM_y_MZA,Superficie,Brio_inter
837,Villa 31 bis,Villa 31 bis,Villas,8,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 8,6456.377,Ferroviario
838,Villa 31 bis,Villa 31 bis,Villas,4,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 4,2890.423,Playón Oeste
839,Villa 31 bis,Villa 31 bis,Villas,100,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 100,2904.456,Playón Oeste
840,Villa 31 bis,Villa 31 bis,Villas,100 BIS,Redigitalización en Mayo 2020 en base a info Min. Desarrollo Humano y Hábitat,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 100 BIS,1457.797,Ferroviario
841,Villa 31 bis,Villa 31 bis,Villas,104D,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Unión de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 104D,2759.560,Ferroviario
842,Villa 31 bis,Villa 31 bis,Villas,9A,Modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat.,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 9A,2866.203,Ferroviario
843,Villa 31 bis,Villa 31 bis,Villas,12,Redigitalización en Mayo de 2020. Unión de sectores en base a info del Min. Desarrollo Humano y Hábitat,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 12,3076.632,Cristo Obrero
844,Villa 31 bis,Villa 31 bis,Villas,99E,Modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Redigitalización y unión con sector lindero de mismo nombre que antes era 102,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 99E,3111.446,Playón Este
845,Villa 31 bis,Villa 31 bis,Villas,99F,Modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 99F,2529.044,Playón Este
846,Villa 31 bis,Villa 31 bis,Villas,102,Redigitalización en Mayo de 2020 en base a info del Min. de Desarrollo Humano y Hábitat. Se separó del sector lindero que se le asignó mza 107A,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 102,4030.821,Playón Este
847,Villa 31 bis,Villa 31 bis,Villas,10,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 10,5566.752,Playón Este
848,Villa 31 bis,Villa 31 bis,Villas,3B,"Modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Antes Mza 3, pasó a ser 3B",Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 3B,900.784,Playón Oeste
849,Villa 31 bis,Villa 31 bis,Villas,GALPÓN 2,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - GALPÓN 2,2230.951,Playón Oeste
850,Villa 31 bis,Villa 31 bis,Villas,12B,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Unión de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 12B,1639.246,Cristo Obrero
851,Villa 31 bis,Villa 31 bis,Villas,104,Redigitalización en Mayo 2020 en base a info Min. Desarrollo Humano y Hábitat. Unión de sectores,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 104,5666.782,Cristo Obrero
852,Villa 31 bis,Villa 31 bis,Villas,12C,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Unión de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 12C,3005.977,Cristo Obrero
853,Villa 31 bis,Villa 31 bis,Villas,14,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 14,1549.126,Cristo Obrero
854,Villa 31 bis,Villa 31 bis,Villas,14A,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación y unión de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 14A,6968.625,Cristo Obrero
855,Villa 31 bis,Villa 31 bis,Villas,34,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 34,2264.218,Autopista
856,Villa 31 bis,Villa 31 bis,Villas,33A,"Modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Antes Mza 33, pasó a ser 33A",Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 33A,3046.917,Autopista
857,Villa 31 bis,Villa 31 bis,Villas,36,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 36,1517.110,Autopista
858,Villa 31 bis,Villa 31 bis,Villas,15 BIS,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 15 BIS,877.294,Autopista
859,Villa 31 bis,Villa 31 bis,Villas,107,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 107,1500.642,Playón Este
860,Villa 31 bis,Villa 31 bis,Villas,13,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 13,2887.267,Cristo Obrero
861,Villa 31 bis,Villa 31 bis,Villas,7,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 7,6857.855,Ferroviario
862,Villa 31 bis,Villa 31 bis,Villas,1A,"Modificación del nombre de Mza en Mayo 2020 según información del Min. de Desarrollo Humano y Hábitat. Antes Mza 1, pasó a ser 1A",Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 1A,2495.837,Playón Este
863,Villa 31 bis,Villa 31 bis,Villas,12A,Redigitalización y modificación de nombre en Mayo 2020 en base a info Min. Desarrollo Humano y Hábitat,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 12A,3884.735,Cristo Obrero
864,Villa 31 bis,Villa 31 bis,Villas,104C,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación y unión de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 104C,272.281,Cristo Obrero
865,Villa 31 bis,Villa 31 bis,Villas,GALPÓN 1,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - GALPÓN 1,1975.464,Playón Oeste
866,Villa 31 bis,Villa 31 bis,Villas,101,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 101,2299.677,Playón Oeste
867,Villa 31 bis,Villa 31 bis,Villas,100A,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 100A,1175.037,Playón Oeste
868,Villa 31 bis,Villa 31 bis,Villas,99B,Modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 99B,1134.182,Playón Este
869,Villa 31 bis,Villa 31 bis,Villas,GALPÓN,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - GALPÓN,1812.438,Playón Oeste
870,Villa 31 bis,Villa 31 bis,Villas,3,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 3,2907.562,Playón Oeste
871,Villa 31 bis,Villa 31 bis,Villas,6,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 6,3464.090,Ferroviario
872,Villa 31 bis,Villa 31 bis,Villas,14B,Modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat.,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 14B,3476.046,Cristo Obrero
873,Villa 31 bis,Villa 31 bis,Villas,99A,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat.,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 99A,2429.272,Playón Este
874,Villa 31 bis,Villa 31 bis,Villas,115,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 115,5322.123,San Martín
875,Villa 31 bis,Villa 31 bis,Villas,109,Redigitalización en Mayo de 2020 en base a info del Min. de Desarrollo Humano y Hábitat. Se separó de la mza 1 lindera,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 109,2237.304,San Martín
876,Villa 31 bis,Villa 31 bis,Villas,116,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 116,2738.810,San Martín
877,Villa 31 bis,Villa 31 bis,Villas,113,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 113,588.958,San Martín
878,Villa 31 bis,Villa 31 bis,Villas,112,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 112,3000.444,San Martín
879,Villa 31 bis,Villa 31 bis,Villas,114,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 114,2919.643,San Martín
880,Villa 31 bis,Villa 31 bis,Villas,118,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 118,1947.587,San Martín
881,Villa 31 bis,Villa 31 bis,Villas,117,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 117,2969.118,San Martín
882,Villa 31 bis,Villa 31 bis,Villas,108,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 108,3065.888,San Martín
883,Villa 31 bis,Villa 31 bis,Villas,110,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 110,1249.741,San Martín
884,Villa 31 bis,Villa 31 bis,Villas,13A,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 13A,1511.566,Cristo Obrero
885,Villa 31 bis,Villa 31 bis,Villas,111,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 111,1617.988,San Martín
886,Villa 31 bis,Villa 31 bis,Villas,35,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 35,75.810,Autopista
887,Villa 31 bis,Villa 31 bis,Villas,35,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 35,1458.885,Autopista
888,Villa 31 bis,Villa 31 bis,Villas,35,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 35,1409.775,Autopista
889,Villa 31 bis,Villa 31 bis,Villas,15 BIS,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 15 BIS,306.254,Autopista
890,Villa 31 bis,Villa 31 bis,Villas,100BIS A,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación y unión de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 100BIS A,1991.064,Ferroviario
891,Villa 31 bis,Villa 31 bis,Villas,4A,Modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat.,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 4A,2086.638,Playón Oeste
892,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE - MZA 100,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE - MZA 100,352.933,Playón Oeste
893,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE,433.646,Playón Oeste
894,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE - MZA 5,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE - MZA 5,968.507,Ferroviario
895,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE - MZA 7,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE - MZA 7,304.672,Ferroviario
896,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE - MZA 11,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE - MZA 11,638.073,Ferroviario
897,Villa 31 bis,Villa 31 bis,Villas,9,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 9,1877.620,Ferroviario
898,Villa 31 bis,Villa 31 bis,Villas,5,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 5,6291.054,Ferroviario
899,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE - MZA 99,Redigitalización en Mayo 2020 en base a info Min. Desarrollo Humano y Hábitat,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE - MZA 99,641.620,Playón Este
900,Villa 31 bis,Villa 31 bis,Villas,11,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 11,7216.943,Cristo Obrero
901,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE - MZA 11,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE - MZA 11,135.007,Cristo Obrero
902,Villa 31 bis,Villa 31 bis,Villas,12,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 12,548.689,Cristo Obrero
903,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE - MZA 14,"En el Barrio de Villa figuraba ""Comunicaciones"" pero se modificó a ""cristo Obrero"" por parecer que pertenecía a ese Barrio y no al otro que está alejado.",Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE - MZA 14,250.342,Cristo Obrero
904,Villa 31 bis,Villa 31 bis,Villas,104A,Redigitalización y modificación de nombre en Mayo 2020 en base a info Min. Desarrollo Humano y Hábitat. Unión de sectores,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 104A,4250.655,Cristo Obrero
905,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE GALPÓN,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE GALPÓN,779.067,Playón Oeste
906,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE,751.198,Playón Oeste
907,Villa 31 bis,Villa 31 bis,Villas,ESPACIO VERDE - MZA 13,,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - ESPACIO VERDE - MZA 13,1078.920,Cristo Obrero
908,Villa 31 bis,Villa 31 bis,Villas,1,Redigitalización en Mayo de 2020 en base a info del Min. de Desarrollo Humano y Hábitat. Se separó de la mza 109 lindera y se asignó nombre Mza 1,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 1,1511.400,San Martín
909,Villa 31 bis,Villa 31 bis,Villas,108A,Redigitalización en Mayo de 2020 en base a info del Min. de Desarrollo Humano y Hábitat. Se separó de la mza 108 lindera y se asignó nombre Mza 108A,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 108A,284.129,San Martín
910,Villa 31 bis,Villa 31 bis,Villas,107A,Redigitalización en Mayo de 2020 en base a info del Min. de Desarrollo Humano y Hábitat. Se separó de la mza 102 lindera y se asignó nombre Mza 107A,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 107A,500.408,Playón Este
911,Villa 31 bis,Villa 31 bis,Villas,105C,Redigitalización en Mayo de 2020 en base a info del Min. de Desarrollo Humano y Hábitat. Se separó de la mza 10A lindera y se asignó nombre Mza 105C cuando antes era 99,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 105C,773.418,Playón Este
912,Villa 31 bis,Villa 31 bis,Villas,105D,Modificación de Nombre en Mayo 2020 en base a info Min. Desarrollo Humano y Hábitat. Antes Mza 102,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 105D,484.491,Playón Este
913,Villa 31 bis,Villa 31 bis,Villas,99B,Redigitalización en Mayo de 2020 en base a info del Min. Desarrollo Humano y Hábitat. Antes Mzaa 99 y 102 se unieron en 99B,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 99B,1142.278,Playón Este
914,Villa 31 bis,Villa 31 bis,Villas,105E,Redigitalización y Modificación de nombre en Mayo 2020 en base a info Min. Desarrollo Humano y Hábitat. Antes Mza 102 ahora Mza 105E,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 105E,319.540,Playón Este
915,Villa 31 bis,Villa 31 bis,Villas,102A,Agregado de sector de Villa y Manzana en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 102A,278.596,Playón Este
916,Villa 31 bis,Villa 31 bis,Villas,105B,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Se separaron muchos sectores del que era una misma manzana,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 105B,424.819,Playón Este
917,Villa 31 bis,Villa 31 bis,Villas,105,Redigitaliación en Mayo 2020 en base a info del Min. Desarrollo Humano y Hàbitat. Mantuvo el nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 105,204.184,Playón Este
918,Villa 31 bis,Villa 31 bis,Villas,99D,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Se separaron varios sectores de una misma manzana,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 99D,257.232,Playón Este
919,Villa 31 bis,Villa 31 bis,Villas,99C,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Se separaron varios sectores de una misma manzana,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 99C,397.340,Playón Este
920,Villa 31 bis,Villa 31 bis,Villas,99D,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Se separaron varios sectores de una misma manzana,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 99D,640.785,Playón Este
921,Villa 31 bis,Villa 31 bis,Villas,105A,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Se separaron varios sectores de una misma manzana,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 105A,513.364,Playón Este
922,Villa 31 bis,Villa 31 bis,Villas,99,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Se separaron varios sectores de una misma manzana,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 99,194.146,Playón Este
923,Villa 31 bis,Villa 31 bis,Villas,99C,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Se separaron varios sectores de una misma manzana,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 99C,481.804,Playón Este
924,Villa 31 bis,Villa 31 bis,Villas,101B,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat.,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 101B,1559.085,Playón Oeste
925,Villa 31 bis,Villa 31 bis,Villas,103B,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat.,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 103B,535.406,Playón Oeste
926,Villa 31 bis,Villa 31 bis,Villas,101A,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Se separaron varios sectores de una misma manzana,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 101A,892.306,Playón Oeste
927,Villa 31 bis,Villa 31 bis,Villas,106A,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 106A,408.209,Playón Oeste
928,Villa 31 bis,Villa 31 bis,Villas,106,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 106,474.750,Playón Oeste
929,Villa 31 bis,Villa 31 bis,Villas,104B,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación y unión de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 104B,186.995,Cristo Obrero
930,Villa 31 bis,Villa 31 bis,Villas,13B,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 13B,291.826,Cristo Obrero
931,Villa 31 bis,Villa 31 bis,Villas,11A,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 11A,1984.624,Cristo Obrero
932,Villa 31 bis,Villa 31 bis,Villas,14C,Redigitalización y modificación de nombre en Mayo 2020 en base a info del Min. Desarrollo Humano y Hábitat. Separación y unión de sectores y cambio de nombre,Barrio 31 Bis - Barrio Padre Mugica,Villa 31 bis - 14C,299.132,Cristo Obrero
933,La Containera - Nuevo Barrio 31,La Containera - Nuevo Barrio 31,Barrio Urbanizado,,Barrio urbanizado en containers. Creado en 2018 y 2019. Urbanización Villa 31,,La Containera - Nuevo Barrio 31,3286.580,
934,La Containera - Nuevo Barrio 31,La Containera - Nuevo Barrio 31,Barrio Urbanizado,,Barrio urbanizado en containers. Creado en 2018 y 2019. Urbanización Villa 31,,La Containera - Nuevo Barrio 31,5198.650,
935,La Containera - Nuevo Barrio 31,La Containera - Nuevo Barrio 31,Barrio Urbanizado,,Barrio urbanizado en containers. Creado en 2018 y 2019. Urbanización Villa 31,,La Containera - Nuevo Barrio 31,4419.485,
936,La Containera - Nuevo Barrio 31,La Containera - Nuevo Barrio 31,Barrio Urbanizado,,Barrio urbanizado en containers. Creado en 2018 y 2019. Urbanización Villa 31,,La Containera - Nuevo Barrio 31,3358.360,
937,La Containera - Nuevo Barrio 31,La Containera - Nuevo Barrio 31,Barrio Urbanizado,,Barrio urbanizado en containers. Creado en 2018 y 2019. Urbanización Villa 31,,La Containera - Nuevo Barrio 31,5228.404,
938,La Containera - Nuevo Barrio 31,La Containera - Nuevo Barrio 31,Barrio Urbanizado,,Barrio urbanizado en containers. Creado en 2018 y 2019. Urbanización Villa 31,,La Containera - Nuevo Barrio 31,4288.168,
939,La Containera - Nuevo Barrio 31,La Containera - Nuevo Barrio 31,Barrio Urbanizado,,Barrio urbanizado en containers. Creado en 2018 y 2019. Urbanización Villa 31,,La Containera - Nuevo Barrio 31,4304.316,
940,La Containera - Nuevo Barrio 31,La Containera - Nuevo Barrio 31,Barrio Urbanizado,,Barrio urbanizado en containers. Creado en 2018 y 2019. Urbanización Villa 31,,La Containera - Nuevo Barrio 31,4290.494,
941,La Containera - Nuevo Barrio 31,La Containera - Nuevo Barrio 31,Barrio Urbanizado,,Barrio urbanizado en containers. Creado en 2018 y 2019. Urbanización Villa 31,,La Containera - Nuevo Barrio 31,4764.415,
942,Barrio Estación Buenos Aires,Bo. Est. Buenos Aires,Barrio Urbanizado,,Barrio de viviendas con créditos orientados a familias de vivienda única inaugurado en 2018-2019 sobre ex tierras del FFCC,,Barrio Estación Buenos Aires,196625.017,
943,Villa 1-11-14 - Barrio Padre Ricciardelli,Villa 1-11-14 - Bo. Padre Ricciardelli,Villas,48,Asignación de Nombre Oficial Barrio Padre Ricciardelli según Resolución Comunal Nº 4931426/COMUNA7/13 aparecida en el Boletín Oficial 4275 del 08/11/2013 - Manzana agregada según info del Min Desarrollo Humano y Habitat (Mayo 2020),Barrio 1-11-14 - Bajo Flores,Villa 1-11-14 - Barrio Padre Ricciardelli - 48,2744.636,
944,Villa 20,Villa 20,Villas,19,Manzana agregada en Mayo de 2020 según info del Min. de Desarrollo Humano y Hábitat.,Barrio 20,Villa 20 - 19,1199.527,
945,Villa 21-24,Villa 21-24,Villas,Alegre Pavimento 9,Redigitalización y reasignación de nomenclatura en Mayo 2020 en base a info enviada por Min. Desarrollo Humano y Hábitat. Antes toda la manzana era Alegre Pavimento. Fragmentación de sectores. Comprobación en foto aérea,Barrio 21-24,Villa 21-24 - Alegre Pavimento 9,47450.972,Alegre Pavimento
946,Villa 21-24,Villa 21-24,Villas,Alegre Pavimento 7,Redigitalización y reasignación de nomenclatura en Mayo 2020 en base a info enviada por Min. Desarrollo Humano y Hábitat. Antes toda la manzana era Alegre Pavimento. Fragmentación de sectores. Comprobación en foto aérea,Barrio 21-24,Villa 21-24 - Alegre Pavimento 7,47450.972,Alegre Pavimento
947,Villa 21-24,Villa 21-24,Villas,Alegre Pavimento 6,Redigitalización y reasignación de nomenclatura en Mayo 2020 en base a info enviada por Min. Desarrollo Humano y Hábitat. Antes toda la manzana era Alegre Pavimento. Fragmentación de sectores. Comprobación en foto aérea,Barrio 21-24,Villa 21-24 - Alegre Pavimento 6,47450.972,Alegre Pavimento
948,Villa 21-24,Villa 21-24,Villas,Alegre Pavimento 4,Redigitalización y reasignación de nomenclatura en Mayo 2020 en base a info enviada por Min. Desarrollo Humano y Hábitat. Antes toda la manzana era Alegre Pavimento. Fragmentación de sectores. Comprobación en foto aérea,Barrio 21-24,Villa 21-24 - Alegre Pavimento 4,47450.972,Alegre Pavimento
949,Villa 21-24,Villa 21-24,Villas,Alegre Pavimento 2,Redigitalización y reasignación de nomenclatura en Mayo 2020 en base a info enviada por Min. Desarrollo Humano y Hábitat. Antes toda la manzana era Alegre Pavimento. Fragmentación de sectores. Comprobación en foto aérea,Barrio 21-24,Villa 21-24 - Alegre Pavimento 2,47450.972,Alegre Pavimento
950,Villa 21-24,Villa 21-24,Villas,Alegre Pavimento 1,Redigitalización y reasignación de nomenclatura en Mayo 2020 en base a info enviada por Min. Desarrollo Humano y Hábitat. Antes toda la manzana era Alegre Pavimento. Fragmentación de sectores. Comprobación en foto aérea,Barrio 21-24,Villa 21-24 - Alegre Pavimento 1,47450.972,Alegre Pavimento
951,Villa 21-24,Villa 21-24,Villas,Alegre Pavimento 3,Redigitalización y reasignación de nomenclatura en Mayo 2020 en base a info enviada por Min. Desarrollo Humano y Hábitat. Antes toda la manzana era Alegre Pavimento. Fragmentación de sectores. Comprobación en foto aérea,Barrio 21-24,Villa 21-24 - Alegre Pavimento 3,47450.972,Alegre Pavimento
952,Villa 21-24,Villa 21-24,Villas,Alegre Pavimento 5,Redigitalización y reasignación de nomenclatura en Mayo 2020 en base a info enviada por Min. Desarrollo Humano y Hábitat. Antes toda la manzana era Alegre Pavimento. Fragmentación de sectores. Comprobación en foto aérea,Barrio 21-24,Villa 21-24 - Alegre Pavimento 5,47450.972,Alegre Pavimento
953,Villa 21-24,Villa 21-24,Villas,Alegre Pavimento 8,Redigitalización y reasignación de nomenclatura en Mayo 2020 en base a info enviada por Min. Desarrollo Humano y Hábitat. Antes toda la manzana era Alegre Pavimento. Fragmentación de sectores. Comprobación en foto aérea,Barrio 21-24,Villa 21-24 - Alegre Pavimento 8,47450.972,Alegre Pavimento
954,Villa 21-24,Villa 21-24,Villas,28 BIS,Redigitalización y reasignación de nombre segùn datos enviados del Min Desarrollo Humano y Hábitat. Antes sector de la Mza 28. Modificación de nombre de Barrio Interno en Junio 2020 segùn Datos de DG Estadística y Censos (antes Villa 24),Barrio 21-24,Villa 21-24 - 28 BIS,7558.510,Tres Rosas (ex Villa 24)
955,Villa 21-24,Villa 21-24,Villas,San Blas 4,Redigitalizaciòn en Mayo y Junio 2020 en base a info enviada por IVC y chequeada en foto aèrea. División de sectores. Modificaciòn nomenclatura: antes Manzana 51 Sector A y B,Barrio 21-24,Villa 21-24 - San Blas 4,17933.928,San Blas
